kategori;berita
hoax;"""Puluhan peserta aksi bela ulama yang dimotori Presidium Alumni 212, berkumpul di halaman Masjid Istiqlal, Jakarta Pusat, Jumat (9/6/2017) sore. Berkumpul disekitar pintu Al Fattah, massa mendengarkan orasi menggunakan mobil dengan pengeras suara. Mereka memilih duduk-duduk lantaran di dalam banyak jemaah yang mengikuti kegiatan rutin yang diselenggarakan pengurus Masjid Istiqlal. Alhasil, massa tersebut hanya bisa berorasi dan melantunkan doa-doa di bagian luar masjid yang terpusat di sekitar mobil komando mereka. Dalam orasinya, massa menyampaikan mereka bakal berusaha untuk masuk ke dalam Masjid Istiqlal dan melakukan kegiatannya hingga waktu shalat tarawih nanti. ""Jangan mengkriminalisasi ulama, karena ulama itu adalah penyiar agama melanjutkan Nabi Muhammad SAW,"" kata orator aksi diatas mobil komando."""
hoax;"""BENARKAH setiap sesuap daging ikan lele dapat memicu 3000 sel kanker dalam tubuh kita? Ikan lele merupakan ikan air tawar, yang biasa hidup di tempat yang kritis seperti sawah, kolam ikan yang kotor dan berlumpur serta rawa. Ikan lele banyak hidup di tempat yang kekurangan oksigen. Ikan ini juga dikenal sebagai hewan karnivora, karena memakan udang kecil dan cacing. Ikan lele (catfish) juga dikenal sebagai spesies ikan yang tangguh, karena dilengkapi alat pernapasan tambahan berupa labirin, yang membuat ikan lele mampu bertahan hidup dalam kondisi perairan yang tercemar dan kotor. Cara hidup dan berkembang di tempat yang kotor itulah, yang menimbulkan tudingan bahwa ikan lele mengandung sel kanker. Namun saat ini, ikan lele yang beredar di pasaran bukanlah ikan lele yang hidup di alam liar. Saat ini banyak pembudidayaan ikan lele di kolam-kolam, dengan memberikan pakan yang berkualitas baik dan dapat mengendalikan kebersihan kolam agar terbebas dari pencemaran. Menurut Data Kementrian Kelautan dan Perikanan (KKP), produksi ikan lele pada 2013 mencapai 543,461 ton, meningkat dari 441,217 ton pada 2012 dan 337,577 ton pada 2011. Sedangkan konsumsi ikan lele menurut Badan Pusat Statistik (BPS) tercatat 29,98 kg / kapita/ tahun, naik dari 22,58 kg / kapita / tahun pada 2004. Di Jakarta tak kurang dari 6.000 lapak pecel lele telah terdaftar di Asosiasi Pedagang Kaki Lima Indonesia (APKLI). Popularitas ikan lele selalu meningkat setiap tahunnya. Hal ini tidak lepas dari segudang manfaat dari daging ikan bersungut ini. Kandungan nutrisi yang terdapat pada ikan lele adalah sumber protein berharga yang murah meriah. Seperti yang kita ketahui protein sangat diperlukan untuk pertumbuhan janin dalam kandungan. Bahkan gizi yang terkandung dalam 2,5 kg ikan lele, setara dengan gizi 1 kg daging sapi. Fosfor yang tinggi dalam daging lele menambah manfaat ikan tersebut, khususnya untuk ibu hamil dan janinnya. Selain fosfor, kalium dan natrium pada ikan lele juga berguna sebagai sumber makanan terbaik untuk jantung dan pembuluh darah. Dengan rutin mengkonsumsi ikan lele, membantu kerja jantung pada ibu hamil sehingga darah akan terpompa dengan baik.Tudingan bahwa terdapat sel kanker dalam ikan lele belum dapat diyakini kebenarannya, hal ini diperkuat dengan pernyataan ahli kanker dari Perhimpunan Onkologi Indonesia. Saat ini belum ada penelitian yang menyatakan jika memakan lele dapat memicu kanker, tegas dr.Dradjat R Suardi, SpB (K) Onk, ahli kanker dari Perhimpunan Onkologi Indonesia."""
hoax;"""Kabar duka datang dari jagat sepakbola nasional, pasalnya kiper persib bandung I Made Wirawan menghembuskan nafas terakhir saat laga persib vs semen padang. Dalam insiden tersebut I made bertabrakan dengan Toni Sucipto. Semoga amal ibadah diterima. Turun berduka AREMA FC"""
hoax;"""Keputusan keluarga besar minta Prabowo agar tidak nyapres 2019 sangat logis Kondisi kesehatan Prabowo tidak fit seperti sebelum mengalami stroke 3 kali Stroke pertama terjadi tak lama setelah Pilpres 2009 Prabowo tdk terima kalah dicurangi habis2an Puluhan juta suara palsu"""
hoax;"""Militer Myanmar kembali terlibat bentrok dengan militan Muslim Rohingya. Akibatnya, ribuan penduduk etnik Rohingya terdampar di perbatasan karena menghindari kekerasan dan konflik yang terus berlanjut. Peristiwa itu memancing simpati dari dunia Internasional. Pahlawan demokrasi Myanmar, Aung San Suu kyi, mengaku terganggu dengan sikap negara lain terkait masalah yang menimpa Muslim Rohingya di Rakhine. Suu Kyi menganggap beberapa negara terlalu ikut campur atas masalah yang terjadi di negaranya. ""RePublik Indonesia selalu mengganggu kami. Mereka seakan lebih tahu tentang kondisi yang terjadi di sini"" kata Suu Kyi, dalam sebuah pernyataan seperti dilansir BBC. Peraih Nobel Perdamaian itu terlihat naik pitam saat ditanya tentang Muslim Rohingya yang jadi sasaran kekerasan di Myanmar. 
""Kami hanya ingin orang-orang di Indonesia tutup mulut dan diam. Stop pembahasan mengenai Muslim Rohingya. Urus saja negeri kalian. Karena kalian tak berhak mengatur hidup kami"" kata Suu Kyi. Suu Kyi menuai kritikan dari masyarakat internasional karena tidak mengecam kekerasan dan pembunuhan terhadap masyarakat Muslim Rohingya yang tanpa kewarganegaraan. Kelompok Buddha radikal pimpinan Wirathu yang disebut sebagai salah satu provokator dalam kekerasan itu."""
hoax;"""Hindari wilayah selatan, Blok M, Mampang, Buncit, Ampera, Kemang, Cipete, Fatmawati raya sampai Lotte Mart. pemberitahuan langsung keseluruh BC/grup/komunitas. Situasi selatan TIDAK KONDUSIF MALAM INI, untuk menghindari sweeping brimob terhadap OJOL diminta untuk tidak mampir ke area tersebut diatas setelah jam 22.00
Bila ada order ke area yang disebutkan, tolong semua attribut OJOL dilepas dulu. Base Camp Kemang, Dharmawangsa, Bangka sementara di vakum kan sampai situasi kondusif"""
hoax;"""Seorang polisi Israel mencekik seorang anak Palestina sampai mati pada hari sabtu selama demonstrasi Kedutaan Amerika pindah ke Yerusalem"""
hoax;"""Petisi Rahasia yang Menuntut Referendum Kemerdekaan Baru untuk Papua Barat Telah Dipresentasikan ke Perserikatan Bangsa-Bangsa"""
hoax;"""Jakarta, HanTer – Rencana pemerintah yang ingin menghapus tunjangan profesi guru (TPG) ditentang organisasi guru. Sebab ketika kampanye, presiden sudah berjanji tidak akan menghapus tunjangan tersebut.

Ketua Umum Pengurus Besar Persatuan Guru Republik Indonesia (PGRI) Sulistiyo mengatakan, menjelang Pemilu Presiden 2014, Joko Widodo berkunjung ke Kantor PB PGRI. Ketika itu Jokowi berjanji bahwa TPG tidak akan dihapus, bahkan akan ditambah.

Tidak hanya itu, Jokowi juga meminta agar PGRI meluruskan wacana yang beredar menjelang Pilpres 2014 lalu melalui pesan singkat, bahwa jika Jokowi terpilih menjadi presiden, maka TPG akan dihapus.

Kemudian, pada saat Rakorpimnas PGRI akhir Juni 2014, Jokowi kembali menyatakan di depan peserta rakorpimnas bahwa kelak jika dia terpilih sebagai presiden tidak akan menghapus tunjangan profesi. BACA: Ada Kejutan di Paket Ekonomi Jilid II: Jokowi Jangan jadi PHP

“Jadi jika Kemendikbud akan menghapus TPG, berarti Anies Baswedan, telah memberikan andil besar, sehingga Presiden Jokowi membohongi guru,” tegas Sulistiyo di Jakarta, Minggu (27/9/2015).

Adapun dasar hukum pemerintah ingin menghapus TPG karena adanya UU Aparatur Sipil Negara ASN. Dikatakan, ada pemahaman yang salah dari pejabat Kemendikbud. Sebab TPG dan TPD (Tunjangan Profesi Dosen) harus tetap diberikan karena hal itu merupakan amanat UU Nomor 14/2015 tentang Guru dan Dosen (UUGD).

Dalam UUGD tertulis sangat jelas bahwa guru (termasuk dosen) yang telah memeroleh sertifikat pendidikan (mengikuti sertifikasi) akan memperoleh satu kali gaji pokok. Diketahui, sampai saat ini, dari sekitar 1,6 juta guru yang telah memeroleh TPG. Masih sekitar 1,5 juta guru belum memerolehnya.

“Sangat jelas bahwa untuk mengatur dan mengelola guru ya dasarnya UUGD bukan ASN. Kecuali guru sebagai PNS, jika ada hal yang belum diatur dalam UUGD. Perlu diingat, tidak semua guru adalah ASN. Guru di sekolah swasta, guru tetap termasuk guru honorer itu tidak termasuk ASN. Mereka punya hak memeroleh TPG tetapi belum diatur penghasilan lainnya menurut ASN,” ujarnya.

Sulistiyo memberi contoh, jika ada orang mencuri kayu milik perhutani, orang tersebut tidak dikenai pasal korupsi walau kayu itu milik pemerintah, tetapi yang digunakan adalah UU Perhutani. Sama halnya juga jika orang membeli bahan bakar subsidi, padahal dia tidak berhak memakainya, orang yang bersangkutan tidak dikenaikan pasal korupsi tetapi UU Migas.

“PGRI tentu percaya dan akan memegang janji teguh Jokowi. Jika guru dibohongi, tentu PGRI tidak tinggal diam, terlebih kalau penghasilan pegawai dan pejabat lain naik, malah guru turun, karena TPG dihapus. Jangan salahkan guru jika mereka berbondong-bondong mendatangi istana menangih janji presiden,” kata Sulistiyo mengancam. BACA : Kemdikbud: Pemerintah Tidak Akan Menghapus Tunjangan Profesi Guru

Diketahui, Kemendikbud merencanakan akan menghapus TPG karena adanya fakta guru yang sudah menerima TPG belum bermutu baik. TPG juga akan dihapus karena d UU ASN PNS hanya akan menerima tunjangan kinerja."""
hoax;"""Sungguh licik sekali pemerintahan Jokowi dengan menciptakan konflik KPK dan Polri diam-diam memperpanjang kontrak PT Freeport Indonesia agar masyarakat tidak terlalu memperhatikan proses perpanjangan kontrak tersebut. “Saat ini masyarakat Indonesia tidak bisa menerima keberadaan Freeport yang terus menguras kekayaan di Papua. Tidak dibangunnya smelter oleh Freeport selama ini juga bentuk pelanggaran UU serta sebagai cara untuk Freeport menyembunyikan hasil eksploitasinya serta penghindaran dari pengenaan pajak pertambahan nilai. Dalam kontrak perpanjangan Freeport yang baru ditanda tangani ada klausul 2017 Freeport membangun Smelter pasti akan diabaikan okeh Freeport dengan berbagai alasan kepada pemerintah Indonesia,” tandas Arif yang juga Ketua Federasi Serikat Pekerja BUMN Bersatu ini."""
hoax;"""Perbincangan tersebut muncul sebagai buntut dari aksi Walk Out (WO) komposer kenamaan Indonesia, Ananda Sukarlan saat Gubernur DKI Jakarta Anies Baswedan berpidato dalam acara peringatan 90 tahun berdirinya Kolese Kanisius di JIExpo Kemayoran, Jakarta, Sabtu (11/11).

Isu yang beredar, ketika Anies Baswedan berpidato, Ananda tiba-tiba berdiri dan kemudian WO ke luar ruangan. Disebut-sebut, salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma yang hadir dalam acara tersebut, ikut menyalami Ananda setelah aksi walk out dan pidato Anies.

Hal tersebut dianggap sebagai dukungan terhadap aksi Ananda. Namun isu itu akhirnya diklarifikasi oleh pihak Traveloka bahwa Derianto berhalangan hadir saat itu."""
hoax;"""Rumah Tahanan (Rutan) Mako Brimob, Kelapa Dua, Depok, Jawa Barat, dikabarkan rusuh, Jumat (10/11/2017) sore.

Kabar ini ramai dibicarakan di media sosial.

""Mako Brimob rusuh tadi sore. Kabarnya 3 blok ruang tahanan terbakar & pintu2nya hancur. Menurut sumber saya, sebabnya karena sekelompok Polisi di sana melempar Al-Qur'an dan buku2 hadits milik tahanan,"" kicau pemilik akun Twitter @CondetWarrior.

Akun ini melengkapi cuitannya dengan video yang menurut pemilik akun tersebut dikirimkan sang sumber kepadanya. Dalam video tersebut terlihat sejumlah orang yang nampaknya merupakan terpidana kasus terorisme, melakukan gerakan-gerakan yang mengindikasikan kalau mereka sedang diliputi suasana tegang, dan kemudian kamera yang nampaknya berasal dari ponsel, bergerak memperlihat jendela yang kaca-kacanya hancur.

""Barusan intel gue bilang katanya ini rusuh disengaja biar Ahok bisa dipindah dari Mako Brimob jadi tahanan rumah. Segala kemungkinan ada, tapi yg jelas jika benar Polisi melempar Al-Qur'an maka urusan kalian dgn seluruh Ummat Islam!"" kicau akun itu lagi.

Panjimas.com melaporkan, sebuah channel media sosial mengabarkan, kerusuhan terjadi karena  para tahanan yang didakwa dengan kasus terorisme, marah karena mendengar kabar bahwa ada sipir yang diduga melecehkan Al-Qur’an dan kitab-kitab para ulama milik tahanan.

“Densus dan sipir dengan sombong masuk kamar ikhwan dan Al Qur’an diinjak oleh Brimob, sipir dan Densus akhirnya mengakibatkan para ikhwan mengamuk dan menghancurkan ruangan tahanan mako brimob, kondisi saat ini masih bersitegang…,” demikian potongan kutipan dari #AlfathChannel yang tersebar di media sosial.

Selain itu video dan foto-foto saat terjadinya kerusuhan serta para tahanan yang mengibarkan bendera tauhid, menjadi viral.

Dalam video tersebut, suasana sel tahanan Mako Brimbob terlihat porak poranda, ada pula pecahan kaca serta kayu yang dijebol para tahanan. Sementara itu pekikan takbir para tahanan berkumandang. Namun, ada pula tahanan lain yang berusaha untuk menenangkan suasana.

Pasca kerusuhan dikabarkan suasana mulai berangsur kondusif, pihak sipir Rutan Mako Brimod dikabarkan telah mengupayakan untuk mengajak para tahanan berunding. Hingga berita ini diturunkan, belum ada rilis klarifikasi dari pihak Rutan Mako Brimob. """
hoax;"""Beredar kabar bahwa telah terjadi kerusuhan di Rumah Tahanan (Rutan) Mako Brimob, Kelapa Dua, Depok, Jawa Barat, pada Jum’at (10/11/2017).
Dari informasi yang dihimpun, sebagaimana dikutip sebuah Channel media sosial, disebutkan para tahanan yang didakwa dengan kasus terorisme berang dengan adanya kabar pihak sipir yang diduga melecehkan Al-Qur’an dan kitab-kitab para ulama milik tahanan.
“Densus dan sipir dengan sombong masuk kamar ikhwan dan al Qur’an di injak oleh Brimob, sipir dan Densus akhirnya mengakibatkan para ikhwan mengamuk dan menghancurkan ruangan tahanan mako brimob, kondisi saat ini masih bersitegang…” Demikian potongan kutipan rilis dari #AlfathChannel, yang tersebar di media sosial.
Selain itu beredar pula secara viral video dan foto-foto  saat terjadinya kerusuhan serta para tahanan yang mengibarkan bendera tauhid.
Dalam video tersebut, suasana sel tahanan Mako Brimbob terlihat porak poranda, ada pula pecahan kaca serta kayu yang dijebol para tahanan. Sementara itu pekikan takbir para tahanan berkumandang. Namun, ada pula tahanan lain yang berusaha untuk menenangkan suasana.
Pasca kerusuhan dikabarkan suasana mulai berangsur kondusif, pihak sipir Rutan Mako Brimob dikabarkan telah mengupayakan untuk mengajak para tahanan berunding. Hingga berita ini diturunkan, belum ada rilis klarifikasi dari pihak Rutan Mako Brimob"""
hoax;"""TNI-Polri Pose Dua Jari Dukung Prabowo-Sandiaga"""
hoax;"""JANGAN di RT ya…!! nnt ada yg kejang2 sekolam. Prajurit sejati nih dah nekad nunjukin salam 2 jarinya. Mrk dah bosan di PHP dgn kenaikan gaji. Pdhl 4 thn PNS ga pernah naik gaji apa itu bukan namanya terlaaluuuu…"""
hoax;"""Klarifikasi TNI-Polri Terhadap Tudingan Melakukan Penyanderaan Rombongan Tim Evakuasi Kemanusiaan dan Pemda Nduga"""
hoax;"""KPU Dipimpin Ainun Najib Dan Servernya Dikendalikan Dari Singapura"""
hoax;"""Perlakuan Berbeda antara GNPF MUI dengan Teman Ahok Terkait Sumbangan Dana di Hadapan Polri"""
hoax;"""Dana sedekah umat jelas sumbernya dan penggunaannya, Dipolisikan
Teman Ahok : Dana sumbangan untuk kegiatan poltik dan tidak jelas sumbernya. Dibiarkan.
Kok beda perlakuannya? Apakah umat tidak boleh bersedekah"""
hoax;"""BERITA BUAT POLISI TOLONG BERI TAHU. buat para polisi, KAMI TNI tidak akan pernah bisa kalian imbangi karna kami PERTAHANAN bukan KEAMANAN ,KAMI AHLI DALAM BERPERANG, BUKAN AHLI dalam MENINDAS MASYARAKAT.. KAMI bekerja tidak seperti KALIAN tdk ada uang meyalahgunakan seragam dan MENCARI KESALAHAN org untuk dapat uang. Orgnisasi di indonesia yg tidk bisa di usik hnya TNI, memang kami akui KAMI Sebagai TNI telah diOMPONGI TARING KAMI oleh POLITIKUS dan HAM, kami bersenjata tapi senjata tak berpeluru,bagaikan serigala/ singa yg ompong, NYAWA kami tak dihargai, kami TETAP sabar,dan tabah, selalu mengalah,, AKAN tetapi kalo harga diri KAMI di injak injak TERUS Hati KAMI AKAN BERTERIAK DAN BERONTAK, SERIGALA dan SINGA SINGA yg sudah LAMA Dikurung di ikat OLEH PARA BAJINGAN POLITIKUS dan HAM akan LEPAS dan MEMANGSA KALIAN YG MENGUSIK MENGGANGGU TIdUR KAMI… MEMBUNUH atau DIBUNUH, Itulah PEkERJAAN KAMI. Walau ada salah satu pejabat mengatakan di INDONESIA tidak ada lagi hukum rimba, tidakkah dia paham negara ini apa dinaungi oleh hukum2 yang ada sekarang? “Tidak” kami TNI juga orang mengerti hukum dan menjunjung tinggi itu, tapi disaat kami di injak2 ingat kami dilatih dan terlatih dari semua crops TNI. DARAT,LAUT,UDARA dan jangan buat kami menjadi berontak karna jika kami semua sudah jenuh dan BOSAN jangankan POLISI siapapun tanpa terkecuali tidak bisa menghentikan kami dan akan terjadi HUKUM rimba yang harus kalian ingat jelas kata ini kami bertahan hidup DIBUNUH atau MEMBUNUh”"
hoax;"""Arab Saudi Ancam Skorsing Haji Indonesia Jika Kasus Penista Agama Tidak Dihukum Setimpal"""
hoax;"""Gatot Nurmantyo Akan Menghabisi Oknum PKI Walaupun Joko Widodo Melarang Dan Berisiko Dipecat Sebagai Panglima TNI"""
hoax;"""AA GYM : “Lebih baik pilih pemimpin koruptor tapi muslim. Daripada pemimpin bersih, jujur tapi KAFIR (Non Muslim)”"""
hoax;"""Firza Husein Akui Chat Seks Dengan Rizieq Shihab, Setelah Menjawab 20 Pertanyaan di Mako Brimob Kelapa Dua"""
hoax;"""Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI"""
hoax;"""Pemerintah Tidak Melakukan Apa-apa Untuk Mengatasi Bencana Asap Ini"""
hoax;"""Ahok izinkan Natalan di Monas – tapi larang pengajian di Monas"""
hoax;"""Pria Bojonegoro meninggal karena mendengar musik dari HP nya sambil tidur & korslet."""
hoax;"""*AWAS*! Snack ini adalah berbahaya. Dibuat di Israel dan diekspor ke Negara Asia....di dalam snack ini mengandung tablet yang bisa membuat seseorang lumpuh!!! *OLEH ITU JANGAN BELI, JANGAN MAKAN.* Tolong sebarkan"""
hoax;David Beckham Pakai Kaos Bertuliskan “Free West Papua” Saat Berkunjung ke Wamena, Papua
hoax;Jokowi Bantu Laos Bangun Infrastruktur, Ketika Jembatan-Jembatan di Indonesia Masih Meprihatinkan
hoax;"""Sebelum situs-situs penyebar konten sampah ngepost yang beginian, nih ada bahan buat kalian

Ahok mana Ahok?? Jakarta jual Beer dengan tulisan Arab??"""
hoax;"""PAS KAMPANYE ada warning dugaan PKI bangkit di Era Jokowi. Kubu sebelah pun menyebut itu fitnah, hoax, ghibah, black campaign, dan sebagainya.
Kini, warning tersebut mulai menjadi fakta. Apakah Anda masih menyebut ini hoax, fitnah, gagal move on, masih sakit hati???"""
hoax;"""Ratna Sarumpaet : Kalau Ahok Maju Via Jalur Independen, Saya Rela Menari Bugil di Monas"""
hoax;"""DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen"""
hoax;"""Tentara Myanmar Paksa Orang Etnis Rohingya Untuk Makan Saat Sedang Berpuasa di Bulan Ramadan"""
hoax;"""Jokowi Minta Maaf Kepada PKI"""
hoax;"""Masing-masing portal sumber tersebut memuat pemberitaan mengenai rencana Presiden Joko Widodo akan memberikan permohonan maaf secara resmi kepada PKI."""
hoax;"""PDIP MENERIMA KUNJUNGAN PKI CHINA.UNTUK JALUN KERJA SAMA ANTAR KADER"""
hoax;"""Yuk kita simak pernyataan USTADZ ALFIAN TANJUNG tentang tokoh tokoh PKI
Didalamnya ada Ratna sarumpaet loh
Kok bisa ya selama ini PS kecolongan"""
hoax;"""Pembalut Yahudi Yang Ditanami Virus HIV"""
hoax;"""Pembalut buatan Israel/Yahudi sudah ditanam virus HIV, sehingga membahayakan wanita pemakainya. Konon yang ditarget adalah wanita muslim."""
hoax;"""Tokoh ISIS Syaikh Al Arifi Datang ke Masjid Istiqlal"""
hoax;"""rencana tablig akbar 17 januari 2016 di masjid istiqlal, dengan mengundang tokoh ISIS, harus ditolak . NKRI jangan dijadikan sarang pengungsi ISIS, yang lari dari suriah dan irak."""
hoax;"""APA yang ada dalam pikiran Anda ketika melihat foto di atas—seorang pemuda yang berada di tiang gantungan, ia melambaikan tangan dan tersenyum?

Foto ini menceritakan kondisi seorang pemuda Sunni bernama Husain Khudri yang akan menghadapi eksekusi mati di Iran. Ia digantung oleh para Syiah di negeri itu.

Akan tetapi tidak tampak rasa takut sedikitpun di wajahnya. Ia tersenyum penuh suka cita seakan-akan akan melakukan resepsi pernikahan, padahal yang dihadapi adalah eksekusi hukum gantung.

Sebelum dieksekusi, ia menyapa keluarganya dengan cara melambaikan tangannya sambil tersenyum riang.

Husain merupakan aktivis pro-sunni dan aktif menyebarkan dakwah sunni. Ia berasal dari suku Kurdi di Iran dan anggota Partai Kebebasan Kurdistan.

Oleh tentara Iran ia dituduh sebagai pembunuh dan dieksekusi oleh pemerintah Iran atas tuduhan tersebut. Eksekusi ini dilaksanakan pada tanggal 12 Januari 2012—atau kira-kira satu tahun yang silam."""
hoax;"""APA yang ada dalam pikiran Anda ketika melihat foto di atas—seorang pemuda yang berada di tiang gantungan, ia melambaikan tangan dan tersenyum?

Foto ini menceritakan kondisi seorang pemuda Sunni bernama Husain Khudri yang akan menghadapi eksekusi mati di Iran. Ia digantung oleh para Syiah di negeri itu.

Akan tetapi tidak tampak rasa takut sedikitpun di wajahnya. Ia tersenyum penuh suka cita seakan-akan akan melakukan resepsi pernikahan, padahal yang dihadapi adalah eksekusi hukum gantung.

Sebelum dieksekusi, ia menyapa keluarganya dengan cara melambaikan tangannya sambil tersenyum riang.

Husain merupakan aktivis pro-sunni dan aktif menyebarkan dakwah sunni. Ia berasal dari suku Kurdi di Iran dan anggota Partai Kebebasan Kurdistan.

Oleh tentara Iran ia dituduh sebagai pembunuh dan dieksekusi oleh pemerintah Iran atas tuduhan tersebut. Eksekusi ini dilaksanakan pada tanggal 12 Januari 2012—atau kira-kira satu tahun yang silam."""
hoax;"""Lab RS Angkatan Laut membuat Daftar Minuman Berbahaya"""
hoax;"""Jakarta, HanTer – Rencana pemerintah yang ingin menghapus tunjangan profesi guru (TPG) ditentang organisasi guru. Sebab ketika kampanye, presiden sudah berjanji tidak akan menghapus tunjangan tersebut.

Ketua Umum Pengurus Besar Persatuan Guru Republik Indonesia (PGRI) Sulistiyo mengatakan, menjelang Pemilu Presiden 2014, Joko Widodo berkunjung ke Kantor PB PGRI. Ketika itu Jokowi berjanji bahwa TPG tidak akan dihapus, bahkan akan ditambah.

Tidak hanya itu, Jokowi juga meminta agar PGRI meluruskan wacana yang beredar menjelang Pilpres 2014 lalu melalui pesan singkat, bahwa jika Jokowi terpilih menjadi presiden, maka TPG akan dihapus.

Kemudian, pada saat Rakorpimnas PGRI akhir Juni 2014, Jokowi kembali menyatakan di depan peserta rakorpimnas bahwa kelak jika dia terpilih sebagai presiden tidak akan menghapus tunjangan profesi. BACA: Ada Kejutan di Paket Ekonomi Jilid II: Jokowi Jangan jadi PHP

“Jadi jika Kemendikbud akan menghapus TPG, berarti Anies Baswedan, telah memberikan andil besar, sehingga Presiden Jokowi membohongi guru,” tegas Sulistiyo di Jakarta, Minggu (27/9/2015).

Adapun dasar hukum pemerintah ingin menghapus TPG karena adanya UU Aparatur Sipil Negara ASN. Dikatakan, ada pemahaman yang salah dari pejabat Kemendikbud. Sebab TPG dan TPD (Tunjangan Profesi Dosen) harus tetap diberikan karena hal itu merupakan amanat UU Nomor 14/2015 tentang Guru dan Dosen (UUGD).

Dalam UUGD tertulis sangat jelas bahwa guru (termasuk dosen) yang telah memeroleh sertifikat pendidikan (mengikuti sertifikasi) akan memperoleh satu kali gaji pokok. Diketahui, sampai saat ini, dari sekitar 1,6 juta guru yang telah memeroleh TPG. Masih sekitar 1,5 juta guru belum memerolehnya.

“Sangat jelas bahwa untuk mengatur dan mengelola guru ya dasarnya UUGD bukan ASN. Kecuali guru sebagai PNS, jika ada hal yang belum diatur dalam UUGD. Perlu diingat, tidak semua guru adalah ASN. Guru di sekolah swasta, guru tetap termasuk guru honorer itu tidak termasuk ASN. Mereka punya hak memeroleh TPG tetapi belum diatur penghasilan lainnya menurut ASN,” ujarnya.

Sulistiyo memberi contoh, jika ada orang mencuri kayu milik perhutani, orang tersebut tidak dikenai pasal korupsi walau kayu itu milik pemerintah, tetapi yang digunakan adalah UU Perhutani. Sama halnya juga jika orang membeli bahan bakar subsidi, padahal dia tidak berhak memakainya, orang yang bersangkutan tidak dikenaikan pasal korupsi tetapi UU Migas.

“PGRI tentu percaya dan akan memegang janji teguh Jokowi. Jika guru dibohongi, tentu PGRI tidak tinggal diam, terlebih kalau penghasilan pegawai dan pejabat lain naik, malah guru turun, karena TPG dihapus. Jangan salahkan guru jika mereka berbondong-bondong mendatangi istana menangih janji presiden,” kata Sulistiyo mengancam. BACA : Kemdikbud: Pemerintah Tidak Akan Menghapus Tunjangan Profesi Guru

Diketahui, Kemendikbud merencanakan akan menghapus TPG karena adanya fakta guru yang sudah menerima TPG belum bermutu baik. TPG juga akan dihapus karena d UU ASN PNS hanya akan menerima tunjangan kinerja."""
hoax;"""Pegawai Honorer K2 Meninggal Dunia Saat Demo di Istana"""
hoax;"""Innalillahi..Dua Honorer K2 Meninggal di Depan Istana"""
hoax;"""Penerimaan Mahasiswa UI Lewat Jalur MTQ Talent"""
hoax;"""Assalamu’alaikum
ada yg punya anak, adik, ponakan, saudara kelas 3 SMA yg hafidz 20 atau 30 juz yg mau masuk UI?
UI Qur’an Center lagi nyari calon mahasiswa yg bisa direkomendasikan ke Rektor masuk jalur khusus MTQ talent.
Kalo ada silakan hubungi Sdri. Haifa di +6285692210459.
Terima kasih"""
hoax;"""Kataatan dan Loyalitas TNI Hanya kepada presiden, BOCAH GEMBLUNG, TNI itu HARUS TAAT dan SETIA pada NEGARA KESATUAAN REPUBLIK INDONESIA."""
hoax;Tulisan Coca-Cola Menghina Nabi Muhammad
hoax;"""Gambar grafis pada logo Coca-Cola menunjukkan bahwa jika dibalik maka akan menunjukkan bahasa arab yaitu “LA MOHAMMAD, LA MECCA”. Yang berarti NO MUHAMMAD NO MAKKAH."""
hoax;"""Saya tahu PERSIS karena tinggal di Australia #dagingbeku diexpor karena disini gada yg mau. Australia masih melegalkan penggunaan hormon pemacu pertumbuhan ternak yg dilarang di eropa karena diduga memicu kanker #JokowiDagingBeku

Pemerintah yg membunuh rakyatnya dengan kepalsuan.
Saya tidak masalah dengan daging beku impor asal ada
1. Sertifikat Halal
2. Tanggal produksi dan kadaluarsa
3. Label kandungan nutrisi dan kadar air
4. Label instruksi cara penggunaan yg benar
5. Label instruksi cara penyimpanan yg benar"""
hoax;"""Mohon doanya, telah meninggal dunia saudara kami yang membawa dana bantuan, obat”an, tim dokter, dan barang” dari Indonesia ke Suriah krn terkena bom. Semoga alm syahid, allah terima amal ibadahnya, ampuni dosanya dan istri anak yang ditinggalkan diberi ketabahan dan kesabaran. amin ya rab"""
hoax;"""Sandi PKI: Papa Kilo Indonesia Pilot"""
hoax;"""WARNING!!! Drugs model baru LSD. Atau di kenal dgn nama “kertas Happy” model dan bentuknya menarik, rasa manis seperti permen.efek halusinasi tinggi. Di jual Rp.10rb. Kalau sudah ketagihan harga Rp.36jt/gram. Share untuk menyelamatkan generasi penerus kita dr drugs. Target anak2 sekolah."""
